GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG54859	2	2	Xs	sp|P85226|VPN2_BPPHE Putative major capsid protein
VOG54860	7	6	XhXpXs	sp|P03332|GAG_MLVMS Gag polyprotein
VOG54894	45	45	Xs	sp|Q00733|VP80_NPVAC Capsid-associated protein VP80
VOG54952	3	3	XhXr	sp|O36363|DPOL_ALHV1 DNA polymerase catalytic subunit
VOG54972	26	26	XhXp	sp|P0C725|LF2_EBVB9 Protein LF2
VOG55017	26	25	XpXs	sp|Q68668|GL_HCMV2 Envelope glycoprotein L
VOG55022	2	2	XhXr	sp|Q5UQR0|DPOL_MIMIV DNA polymerase
VOG55078	45	45	Xs	sp|P0DSU1|G7_VAR67 Assembly protein G7
VOG55081	2	2	Xs	sp|A7XXC2|CAPSD_BP234 Major capsid protein
VOG55106	30	30	Xs	sp|F5HEU7|ITP_HHV8P Inner tegument protein
VOG55157	30	30	Xh	sp|A4KX75|MMP_HVAVE Putative matrix metalloproteinase
VOG55195	7	7	Xs	sp|Q5UQ79|YL516_MIMIV Uncharacterized protein L516
VOG55204	7	7	Xr	sp|P06956|RECR_BPP1 Recombinase cre
VOG55205	10	9	Xs	sp|P20223|VP1_SSV1 Structural protein VP1
VOG55208	25	23	XhXpXr	sp|P03160|DPOL_WHV1 Protein P
VOG55246	27	27	Xh	sp|Q5UP58|YR592_MIMIV Putative helicase R592
VOG55345	17	16	XhXr	sp|Q5UQG4|IF4EH_MIMIV Eukaryotic translation initiation factor 4E homolog
VOG55350	9	9	Xh	sp|Q5UQB0|YR219_MIMIV Putative ankyrin repeat protein R219
VOG55360	81	81	XhXs	sp|O64321|DECO7_BPN15 Putative decoration protein
VOG55376	21	20	XhXpXs	sp|Q04830|FIBER_BPK1F Tail spike protein
VOG55433	45	45	Xh	sp|A0A7H0DN37|PG064_MONPV Protein OPG064
VOG55437	4	4	XhXpXs	sp|P03145|HBSAG_DHBV1 Large envelope protein
VOG55450	363	361	XhXp	sp|Q38156|DAM_BPT1 DNA N-6-adenine-methyltransferase
VOG55474	18	18	Xs	sp|A0A7H0DN15|PG042_MONPV Virion nicking-joining enzyme
VOG55479	47	47	Xp	sp|P09261|GK_VZVD Envelope glycoprotein K
VOG55553	8	8	Xh	sp|Q5UQ86|RHBDL_MIMIV Putative rhomboid protein L523
VOG55555	15	15	Xs	sp|A0A385DVS7|AUXCP_BPCA1 Auxiliary capsid protein
VOG55599	17	17	XhXpXs	sp|B2BNE4|VP4_AQRVG Outer capsid protein VP4
VOG55620	166	166	XhXpXrXs	sp|P89509|POLG_TUMVJ Genome polyprotein
VOG55639	2	2	Xh	sp|Q5UQG7|YR818_MIMIV Putative serine/threonine-protein kinase/receptor R818
VOG55649	9	9	Xh	sp|Q5UNU7|YL682_MIMIV Uncharacterized protein L682
VOG55687	129	129	Xs	sp|P85229|VPN5_BPPHE Virion protein 5
VOG55713	2	2	XrXs	sp|P27379|PKG6_BPPRD Packaging efficiency factor P6
VOG55743	111	110	XhXs	sp|P26701|BPI_BPP2 Baseplate protein I
VOG55770	90	89	XhXr	sp|Q6GZP4|081R_FRG3G Putative transcription elongation factor S-II-like protein 81R
VOG55808	3	3	Xh	sp|Q00139|VG47_ICHVA Subtilisin-like protease
VOG55813	5	5	XhXpXs	sp|A9Q1L0|VP4_ROTB2 Outer capsid protein VP4
VOG55847	2	2	XhXs	sp|Q8AZM0|POLS_BSNV Structural polyprotein
VOG55869	2	2	Xs	sp|P0CA52|VF146_ASFK5 Uncharacterized protein E146L
VOG55890	6	6	XhXs	sp|P15911|L2_FOWPN Protein FPV129
VOG55900	147	147	Xr	sp|P03787|V5557_BPT7 Fusion protein 5.5/5.7
VOG55902	3	3	Xs	sp|P36326|PYHD_CPVES Polyhedrin
VOG55907	116	113	Xr	sp|P04295|TRM3_HHV11 Tripartite terminase subunit 3
VOG55908	133	132	Xh	sp|P07068|PIN_BPT4 Host protease inhibitor
VOG55973	381	354	XhXpXr	sp|P12427|DMA_BPT2 DNA adenine methylase
VOG55979	6	6	Xs	sp|P22960|MP8_TNVA Probable movement protein p8
VOG56017	5	5	Xp	sp|P0DXM0|UL38_HHV6H Apoptosis inhibitor U19
VOG56019	86	84	XhXr	sp|Q06419|VPA_BPP2 Replication gene A protein
VOG56039	56	56	XhXpXrXs	sp|Q7T6D2|POLG_OHFV Genome polyprotein
VOG56046	93	92	XhXp	sp|P04519|GSTA_BPT4 DNA alpha-glucosyltransferase
VOG56054	16	16	Xh	sp|O10307|ETM_NPVOP ECORI-T site protein ETM homolog
VOG56074	2	2	XrXs	sp|Q008X2|NCAP_WBV24 Nucleoprotein
VOG56093	3	3	Xh	sp|A0MSJ1|CRA1B_DANRE Collagen alpha-1(XXVII) chain B
VOG56103	134	120	XhXrXs	sp|A0A7H0DN77|RP147_MONPV DNA-directed RNA polymerase 147 kDa polypeptide
VOG56145	19	19	Xr	sp|C5D324|RECU_GEOSW Holliday junction resolvase RecU
VOG56146	2	2	XpXs	sp|P03674|G6P_BPIKE Head virion protein G6P
VOG56154	2	2	XpXs	sp|P0DTN7|DEPOL_BPKB1 Depolymerase, capsule K2-specific
VOG56161	4	4	Xs	sp|P69533|G7P_BPFD Tail virion protein G7P
VOG56185	4	4	XpXr	sp|P13094|VSR_WTV Suppressor of RNA-mediated gene silencing
VOG56194	4	4	Xh	sp|Q9AJU2|ELMM1_STROV 8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase
VOG56266	4	4	Xh	sp|Q7N1I2|HICA1_PHOLL Probable mRNA interferase HicA 1
VOG56271	40	40	XhXpXs	sp|P10220|LTP_HHV11 Large tegument protein deneddylase
VOG56285	10	10	Xh	sp|Q5UQ09|YL193_MIMIV Uncharacterized glycosyltransferase L193
VOG56288	42	41	Xs	sp|O57043|CAPSD_HV19S Major capsid protein
VOG56304	79	58	XhXpXr	sp|P0C6V6|R1A_PEDV7 Replicase polyprotein 1a
VOG56328	108	107	XhXpXs	sp|Q66625|GH_EHV2 Envelope glycoprotein H
VOG56337	5	5	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG56342	2	2	Xs	sp|Q8V3T9|FUS_ISAV8 Fusion glycoprotein F0
VOG56362	3	3	Xh	sp|Q38419|TEV3_BPR03 Intron-associated endonuclease 3
VOG56370	4	4	Xh	sp|P39452|RIR3_ECOLI Ribonucleoside-diphosphate reductase 2 subunit alpha
VOG56411	4	4	Xr	sp|A4THT0|RS21_YERPP Small ribosomal subunit protein bS21
VOG56458	39	39	Xs	sp|P31619|MP_TYDVA Movement protein
VOG56520	7	7	Xs	sp|Q01479|M1_DHVI1 Matrix protein 1
VOG56537	4	4	XhXs	sp|O41253|VP7_RRSVT Microtubule-associated protein VP7
VOG56588	45	45	Xh	sp|P24081|AN_NPVOP Alkaline nuclease
VOG56600	2	2	Xs	sp|P28732|VP10_BPPRD Protein P10
VOG56601	6	6	XhXpXrXs	sp|B8XTP8|POLG_COSAA Genome polyprotein
VOG56630	2	2	Xh	sp|Q5UR04|YR911_MIMIV Putative ankyrin repeat protein R911
VOG56736	4	4	Xr	sp|P05998|VXIS_BPPH8 Excisionase
VOG56757	246	244	XhXr	sp|A7ZED8|DNLJ_CAMC1 DNA ligase
VOG56773	3	3	Xh	sp|Q38200|COM_BPD10 Translational activator com
VOG56843	209	207	XhXs	sp|P17172|BP27_BPT4 Baseplate central spike complex protein gp27
VOG56888	47	47	Xh	sp|P20988|PG137_VACCC Protein OPG137
VOG56897	2	2	Xh	sp|A1K5T6|SELO_AZOSB Protein nucleotidyltransferase YdiU
VOG56924	97	97	Xr	sp|O10330|VLF1_NPVOP Very late expression factor 1
VOG56933	10	10	Xh	sp|Q77Q36|VCYCL_HHV8P viral cyclin homolog
VOG56946	28	21	Xh	sp|Q70IY1|TOBZ_STRSD nebramycin 5' synthase
VOG56956	32	32	Xs	sp|Q9YK98|POL2_BRAV RNA2 polyprotein
VOG56976	20	20	Xr	sp|Q98VP9|HJC_SIRV1 Crossover junction endodeoxyribonuclease
VOG56991	12	12	XhXr	sp|P36286|POLG_SMSV1 Genome polyprotein
VOG56994	6	6	Xs	sp|Q5UPR2|YL778_MIMIV Uncharacterized protein L778
VOG57005	4	4	XhXr	sp|Q9IWA0|RDRP_POLVP RNA-directed RNA polymerase
VOG57017	3	2	XhXp	sp|P12534|E1A_ADEM1 Early E1A 21 kDa protein
VOG57060	11	7	Xh	sp|Q5UR04|YR911_MIMIV Putative ankyrin repeat protein R911
VOG57062	11	11	Xh	sp|Q5UNV4|UNAP_MIMIV Probable UDP-N-acetylglucosamine pyrophosphorylase
VOG57075	2	2	Xh	sp|Q0IDE8|PUR9_SYNS3 Bifunctional purine biosynthesis protein PurH
VOG57076	19	18	Xh	sp|Q5UQC9|UBC1_MIMIV Probable ubiquitin-conjugating enzyme E2 L460
VOG57099	3	3	XhXr	sp|P04415|DPOL_BPT4 DNA-directed DNA polymerase
VOG57106	7	7	XpXs	sp|A0A0A8JA02|DPO12_BPK64 Depolymerase, capsule KN4-specific
VOG57177	1336	1250	XhXr	sp|P22877|INTR_SACER Integrase
VOG57187	11	11	XhXr	sp|P28859|DPOL_ICHVA DNA polymerase
VOG57188	2	2	Xs	sp|A0A385DT87|RING2_BPCA1 Ring protein 2
VOG57208	97	97	XhXpXrXs	sp|Q37890|DIT9_BPB03 Tail knob protein gp9
VOG57263	13	13	XhXpXrXs	sp|A4KZ49|POLG_TRMVU Genome polyprotein
VOG57296	2	2	Xh	sp|P02466|CO1A2_RAT Collagen alpha-2(I) chain
VOG57312	3	3	Xh	sp|O32210|GR_BACSU Glyoxal reductase
VOG57328	58	58	Xh	sp|P24079|VP16_NPVOP GP16 protein
VOG57343	30	30	Xh	sp|P19891|ASNS_CRIGR Asparagine synthetase [glutamine-hydrolyzing]
VOG57401	9	8	XhXpXs	sp|P29326|CAPSD_HEVBU Pro-secreted protein ORF2
VOG57412	2	2	XpXrXs	sp|O73571|MVP_SBMVA Movement protein P1
VOG57439	4	4	XrXs	sp|Q5GA89|PHOSP_TAVCV Phosphoprotein
VOG57490	8	8	XhXrXs	sp|A1Z651|POL_XMRV6 Gag-Pol polyprotein
VOG57493	49	46	Xs	sp|Q08101|GE_BHV1S Envelope glycoprotein E
VOG57548	145	145	Xh	sp|O34506|YNGL_BACSU UPF0713 protein YngL
VOG57587	139	139	XhXs	sp|Q6QGE0|COMPL_BPT5 Tail completion protein p143
VOG57668	6	6	XhXrXs	sp|Q91PP5|POLG_RTSVT Genome polyprotein
VOG57704	76	75	Xh	sp|B8H6D3|TAL_CAUVN Probable transaldolase
VOG57744	497	74	Xh	sp|Q5UPF8|YL088_MIMIV Putative ankyrin repeat protein L88
VOG57811	1581	1530	Xh	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha
VOG57815	12	12	Xh	sp|A9CH39|PHRB_AGRFC (6-4) photolyase
VOG57823	4	3	XhXpXr	sp|A6YQT5|RPOA_PRRSV Replicase polyprotein 1ab
VOG57826	8	8	Xh	sp|Q196W2|VF439_IIV3 Probable kinase 098L
VOG57828	108	92	XhXpXs	sp|P03275|SPIKE_ADE02 Fiber protein
VOG57836	32	20	Xh	sp|Q5UQK4|YL404_MIMIV Putative alpha/beta hydrolase L404
VOG57846	7	7	Xh	sp|Q5UQ63|YR654_MIMIV Putative fucosyltransferase R654
VOG57852	489	489	Xr	sp|P03698|VBET_LAMBD Recombination protein bet
VOG57896	3	3	XhXp	sp|P36216|MTC1_PBCVI Type II methyltransferase M.CviJI
VOG57930	933	932	XpXrXs	sp|Q05220|PORTL_BPML5 Portal protein
VOG57953	4	4	XrXs	sp|D8V071|PHOSP_TIBVC Phosphoprotein
VOG57960	53	53	XhXs	sp|P68438|RAP94_VACCW RNA polymerase-associated transcription-specificity factor RAP94
VOG57965	1058	1044	XhXr	sp|O48500|DUT_BPT5 Deoxyuridine 5'-triphosphate nucleotidohydrolase
VOG57995	340	340	XhXp	sp|P10393|HOLIN_BPK3 Holin
VOG58015	46	31	XhXpXs	sp|P09592|POLS_EEVVT Structural polyprotein
VOG58020	16	16	XhXpXrXs	sp|P13561|POL2_RCMV RNA2 polyprotein
VOG58035	4	4	XhXr	sp|Q6DN67|L_CPSVP RNA-directed RNA polymerase L
VOG58044	7	7	XhXr	sp|P27189|TRAC4_ECOLX DNA primase TraC
VOG58069	136	136	XhXs	sp|Q6QGF0|FIBC_BPT5 Straight fiber protein pb4
VOG58119	4	4	XhXs	sp|P26015|VP6_ROTGA Intermediate capsid protein VP6
VOG58159	5	4	Xh	sp|Q90343|NR13_COTJA Anti-apoptotic protein NR13
VOG58168	40	39	Xh	sp|Q9G050|REP_BPPHM Replication-associated protein VP4
VOG58170	2	2	Xs	sp|P07581|P9_BPPH6 Major envelope protein
VOG58279	5	5	XhXp	sp|F5HF68|VIRF1_HHV8P VIRF-1
VOG58304	6	6	Xh	sp|P06947|VG1A_BPPZA Early protein GP1A
VOG58342	3	3	Xh	sp|A1VRH7|CLPX_POLNA ATP-dependent Clp protease ATP-binding subunit ClpX
VOG58348	2	2	XhXrXs	sp|P03322|GAG_RSVP Gag polyprotein
VOG58398	609	505	XhXp	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I
VOG58415	8	8	Xh	sp|O41136|VPAT_PBCV1 Viral polyamine acetyltransferase
VOG58424	60	60	XhXpXr	sp|P0C6Y4|R1AB_PEDV7 Replicase polyprotein 1ab
VOG58429	4	4	Xs	sp|Q08453|MATRX_IHNVO Matrix protein
VOG58444	109	108	XpXrXs	sp|P09287|CVC2_VZVD Capsid vertex component 2
VOG58469	5	5	Xs	sp|P03210|BRRF2_EBVB9 Tegument protein BRRF2
VOG58488	21	18	XhXrXs	sp|P11079|LMBD2_REOVD Outer capsid protein lambda-2
VOG58503	23	23	XhXpXrXs	sp|O91464|POLG_AIVA8 Genome polyprotein
VOG58524	2	2	Xh	sp|Q5UQJ2|YR863_MIMIV Putative ankyrin repeat protein R863
VOG58538	48	48	Xs	sp|P89460|ITP_HHV2H Inner tegument protein
VOG58543	58	58	XhXpXrXs	sp|P13699|NCAP_LASSJ Nucleoprotein
VOG58554	3	3	Xh	sp|P0DX66|CAP18_ECOKT 3'-5' DNA exonuclease Cap18
VOG58565	86	75	XhXs	sp|Q83047|MVP_LIYV9 Movement protein Hsp70h
VOG58568	9	9	Xr	sp|P03699|VXIS_LAMBD Excisionase
VOG58575	8	8	Xs	sp|Q91J29|MP_BCTVC Movement protein
VOG58654	7	7	Xh	sp|Q5UPA2|YL023_MIMIV Putative ankyrin repeat protein L23
VOG58665	2	2	Xh	sp|Q5UQ37|YL798_MIMIV Uncharacterized protein L798
VOG58683	21	21	Xh	sp|O54082|LUKD_STAAU Leucotoxin LukD
VOG58773	17	17	Xs	sp|P14348|SCP_EBVB9 Small capsomere-interacting protein
VOG58808	9	9	XhXp	sp|F5HF44|UL145_HCMVM Protein UL145
VOG58859	151	129	Xh	sp|Q3L6L4|ST_POVS1 Small t antigen
VOG58893	19	19	Xh	sp|B0G107|SAMH1_DICDI Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 homolog
VOG58913	3	3	XhXs	sp|P68974|L2MU_ADECC Late L2 mu core protein
VOG58931	3	3	XhXpXr	sp|P0C6W0|R1AB_BC512 Replicase polyprotein 1ab
VOG58940	2	2	XhXp	sp|P06855|KIPN_BPT4 Polynucleotide kinase
VOG58959	4	4	Xh	sp|P0C752|VF354_ASFM2 Uncharacterized protein B354L
VOG58960	11	8	XhXpXr	sp|P0C6T8|R1A_CVBEN Replicase polyprotein 1a
VOG58980	2	2	XhXs	sp|P04535|CAPSH_BPT4 Major capsid protein
VOG58988	22	22	XhXpXrXs	sp|P26660|POLG_HCVJ6 Genome polyprotein
VOG58998	3	3	Xs	sp|Q5UNW2|YR706_MIMIV Uncharacterized protein R706
VOG59031	22	22	XhXs	sp|P32935|VP6_BTV17 Helicase VP6-A
VOG59033	289	195	XhXs	sp|Q38424|ALT_BPT2 NAD(+)--arginine ADP-ribosyltransferase
VOG59035	115	113	XpXs	sp|O36362|GB_ALHV1 Envelope glycoprotein B
VOG59044	16	16	XhXrXs	sp|Q5UQW1|YL376_MIMIV Putative DNA-directed RNA polymerase subunit L376
VOG59065	6	6	Xh	sp|Q9J524|V211_FOWPN Probable growth factor FPV211
VOG59083	3	3	XhXpXs	sp|O09495|GLYC_BRSVL Major surface glycoprotein G
VOG59098	10	10	Xh	sp|A0A0H3KHN8|ETXA_STAAE Enterotoxin type A
VOG59122	30	30	XhXpXrXs	sp|Q01074|GP7_BPP22 Internal virion protein gp7
VOG59155	37	31	Xr	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629
VOG59193	9	9	Xh	sp|Q5URB9|YR840_MIMIV Putative ankyrin repeat protein R840
VOG59196	44	44	XhXs	sp|P33835|PG135_VAR67 Virion membrane protein OPG135
VOG59278	19	19	Xs	sp|Q02968|MVP_CAMVE Movement protein
VOG59290	11	11	Xs	sp|A7U6E9|MCP_POV01 Major capsid protein
VOG59323	31	24	Xr	sp|P35945|PHOSP_RINDK Phosphoprotein
VOG59372	3	3	XhXpXs	sp|F5HDE4|ORF45_HHV8P Protein ORF45
VOG59635	146	146	XhXs	sp|P03711|SCAF_LAMBD Capsid assembly protease C
VOG59654	65	65	XhXpXr	sp|P0C6X5|R1AB_CVHNL Replicase polyprotein 1ab
VOG59655	15	15	Xh	sp|P18569|EGT_NPVAC Ecdysteroid UDP-glucosyltransferase
VOG59793	416	413	Xs	sp|Q38580|SCAF_BPSPP Capsid assembly scaffolding protein
VOG59794	64	59	XhXr	sp|Q88893|POL1_TRSV RNA1 polyprotein
VOG59865	21	21	XhXs	sp|Q5UQJ6|YR400_MIMIV Putative serine/threonine-protein kinase R400
VOG60144	107	104	XhXpXs	sp|P28957|SHUT_EHV1B Virion host shutoff protein
VOG60335	15	15	Xs	sp|Q8QVL3|CAPSD_TTVF1 Capsid protein
VOG60531	56	56	XhXr	sp|P28947|OBP_EHV1B Replication origin-binding protein
VOG60592	33	33	XpXs	sp|P27277|GLYCO_SYNV Spike glycoprotein
VOG60651	4	2	XhXpXs	sp|P08353|ICP34_HHV1F Neurovirulence factor ICP34.5
VOG60829	28	15	Xh	sp|P68337|ICP22_EHV1K Transcriptional regulator ICP22 homolog
VOG60832	2	2	XhXpXs	sp|Q02004|GP_DUGBA Envelopment polyprotein
VOG60884	2	2	XhXs	sp|Q5UQ13|COLL2_MIMIV Collagen-like protein 2
VOG60894	139	139	XhXs	sp|Q6QGD8|CAPSD_BPT5 Major capsid protein
VOG61022	67	67	XpXrXs	sp|D3WAD3|DIT_BPLP2 Distal tail protein
VOG61087	25	25	XhXrXs	sp|P28976|L_TSWV1 RNA-directed RNA polymerase L
VOG61181	8	8	Xh	sp|Q5UQ71|YL511_MIMIV Uncharacterized protein L511
VOG61212	4	4	XrXs	sp|Q91DS2|PHOSP_SVCV Phosphoprotein
VOG61279	2	2	XhXs	sp|F5HI87|CEP3_HCMVM Cytoplasmic envelopment protein 3
VOG61404	8	8	XhXs	sp|Q84666|P11_PBCV1 Minor capsid protein P11
VOG61440	16	15	Xh	sp|P03626|VG301_BPPF3 Putative assembly protein ORF301
VOG61468	4	4	XhXpXs	sp|P03209|BRLF1_EBVB9 Replication and transcription activator
VOG61520	3	3	Xs	sp|Q9E6M7|VP22_GAHVM Tegument protein VP22
VOG61554	2	2	Xs	sp|Q9XJR9|P9_BPPM2 Protein P9
VOG61611	3	3	Xs	sp|Q6UDI7|GC_PSHV1 Envelope glycoprotein C
VOG61620	1195	1178	XrXs	sp|P19727|CAPSB_BPT7 Minor capsid protein
VOG61623	47	47	XhXp	sp|P77237|ESSQ_ECOLI Prophage lysis protein S homolog EssQ
VOG61666	4	4	XhXpXs	sp|O36414|LTP_ALHV1 Large tegument protein deneddylase
VOG61692	13	13	Xh	sp|A0A7H0DNF8|KRB2_MONPV Pseudokinase OPG198
VOG61762	10	10	XhXpXrXs	sp|O91464|POLG_AIVA8 Genome polyprotein
VOG61791	9	9	XhXpXs	sp|P87558|NP_ADECT Pre-histone-like nucleoprotein
VOG61831	3	2	Xs	sp|Q69154|ICP27_MUHVS mRNA export factor ICP27 homolog
VOG61857	33	33	XhXpXs	sp|Q89532|NP_ADE40 Pre-histone-like nucleoprotein
VOG61948	2	2	Xs	sp|Q91ID9|VP3_LDCPR Putative structural protein VP3
VOG62194	75	74	Xs	sp|A8E283|VPN7_BPPHE Tail fiber protein
VOG62286	2	2	XhXpXs	sp|A5HBE1|VP2_POVWU Minor capsid protein VP2
VOG62301	3	2	XhXp	sp|P0C775|PG021_VACC8 Host range factor p28
VOG62382	2	2	XhXrXs	sp|P0C983|DPOLX_ASFP4 Repair DNA polymerase X
VOG62407	4	2	XhXs	sp|P09310|ICP4_VZVD Major viral transcription factor ICP4 homolog
VOG62478	9	9	Xh	sp|Q5UQ24|YL205_MIMIV Putative serine/threonine-protein kinase L205
VOG62480	4	4	XhXpXs	sp|P03330|GAG_WMSV Gag polyprotein
VOG62631	2	2	XpXs	sp|P03663|G3P_BPIKE Attachment protein G3P
VOG62690	3	3	XpXrXs	sp|Q0PDK6|FIBER_BPSPP Tail spike protein
VOG62774	31	31	Xh	sp|P20833|V11_BPT3 Gene 1.1 protein
VOG62803	2	2	XhXpXrXs	sp|Q96662|POLG_BVDVC Genome polyprotein
VOG62875	9	8	XhXp	sp|Q9T1X1|SPAN1_BPMU Spanin, inner membrane subunit
VOG62884	4	4	XpXs	sp|P06487|GI_HHV11 Envelope glycoprotein I
VOG62903	2	2	Xs	sp|Q66667|SCP_EHV2 Small capsomere-interacting protein
VOG62918	6	6	XpXrXs	sp|Q9G055|H_BPPHM Minor spike protein H
VOG62978	2	2	XhXp	sp|B9VXD7|US03_HCMVT Membrane glycoprotein US3
VOG62985	75	75	XhXr	sp|Q9L7L6|DPO3B_MYCPA Beta sliding clamp
VOG63065	13	10	XhXpXrXs	sp|P51516|GAG_SRV2 Gag polyprotein
VOG63107	24	24	XhXpXs	sp|A8E1C4|LTP_MUHVK Large tegument protein deneddylase
VOG63119	10	10	Xs	sp|P28960|VP22_EHV1B Tegument protein VP22
VOG63143	4	4	XrXs	sp|P0C9D6|RPB6_ASFM2 DNA-directed RNA polymerase RPB6 homolog
VOG63295	3	3	XhXs	sp|P03711|SCAF_LAMBD Capsid assembly protease C
VOG63354	7	7	Xh	sp|F5HCV3|ORF50_HHV8P Replication and transcription activator
VOG63397	55	55	XhXpXrXs	sp|Q6WHG9|NEEDL_BPKVM Protein Gp5
VOG63432	2	2	Xs	sp|P13290|GG_HHV2H Envelope glycoprotein G
VOG63545	7	7	Xs	sp|A8E283|VPN7_BPPHE Tail fiber protein
VOG63624	3	3	XhXr	sp|P22856|VL96_IRV1 Putative ubiquitin thioesterase L96
VOG63651	2	2	Xh	sp|P28854|Y014_AMEPV Uncharacterized leucine-rich repeat-containing protein AMV014/Q3
VOG63710	2	2	XhXpXrXs	sp|P33515|POLG_MCFA Genome polyprotein
VOG63775	27	25	Xh	sp|O36407|IE63_ALHV1 Immediate-early phosphoprotein 57
VOG63896	220	219	XhXs	sp|P18771|FIBP_BPT4 Long-tail fiber proximal subunit
VOG63953	3	3	XhXpXs	sp|Q96624|NP_ADEB2 Pre-histone-like nucleoprotein
VOG63988	9	9	XhXp	sp|P04485|ICP22_HHV11 Transcriptional regulator ICP22
VOG64060	3	3	XhXrXs	sp|Q05057|POLG_PYFV1 Genome polyprotein
VOG64138	56	55	Xh	sp|Q89121|VPK2_VACCW Serine/threonine-protein kinase 2
VOG64156	131	131	Xh	sp|A7IY64|ISAA_STAXY Probable transglycosylase IsaA
VOG64172	5	5	Xs	sp|Q6UDL8|VP22_PSHV1 Tegument protein VP22
VOG64221	2	2	XhXs	sp|P16602|ATI_COWPX A-type inclusion protein A25 homolog
VOG64285	3	3	XhXp	sp|P0C753|DP71L_ASFWA Protein DP71L
VOG64320	8	8	Xs	sp|P15098|TGB3_NMV Movement protein TGBp3
VOG64357	6	6	XhXs	sp|Q08098|US9_BHV1S Envelope protein US9
VOG64367	2	2	XrXs	sp|Q8B9Q8|PHOSP_HMPVC Phosphoprotein
VOG64415	38	38	XpXrXs	sp|Q853F7|TSP_BPMBZ Tail sheath protein
VOG64443	287	287	Xr	sp|P68928|TERS_BPSF6 Terminase small subunit
VOG64521	4	4	XhXr	sp|O72157|RDRP_SBMVA Replicase polyprotein P2AB
VOG64581	4	4	Xh	sp|Q18LE5|VGCR_ELHVK G-protein coupled receptor
VOG64591	4	4	XhXs	sp|P24433|SCAF_HHV6U Capsid scaffolding protein
VOG64657	2	2	XhXs	sp|P52525|GO_HHV7J Glycoprotein U47 homolog
VOG64699	25	25	XhXpXs	sp|Q1HVH9|LTP_EBVA8 Large tegument protein deneddylase
VOG64742	27	27	Xs	sp|Q6KGH8|TMP_BPFO1 Probable tape measure protein
VOG64770	5	5	XhXp	sp|P28990|ICP0_EHV1B E3 ubiquitin-protein ligase ICP0
VOG64792	18	16	Xs	sp|P68326|GI_EHV1A Envelope glycoprotein I
VOG64899	6	6	Xs	sp|D0UFC8|PA_QRFVE Polymerase acidic protein
VOG64999	19	19	Xr	sp|Q5UQK9|RFCL_MIMIV Putative replication factor C large subunit
VOG65096	26	26	Xs	sp|P68970|CAP9_ADE03 Hexon-interlacing protein
VOG65097	15	14	Xh	sp|Q38419|TEV3_BPR03 Intron-associated endonuclease 3
VOG65111	16	16	XhXpXs	sp|Q8SCY1|EXLYS_BPDPK Peptidoglycan hydrolase gp181
VOG65143	9	9	Xs	sp|P52354|ICP27_HHV6U mRNA export factor ICP27 homolog
VOG65153	27	27	XhXpXrXs	sp|O64332|TIPL_BPN15 Tail tip protein L
VOG65167	5	5	XhXs	sp|D3YPD5|US10_HHV1F Virion protein US10
VOG65168	12	12	Xs	sp|P17930|VP87_NPVOP Capsid protein p87
VOG65204	224	222	XhXs	sp|P10928|BP10_BPT4 Baseplate wedge protein gp10
VOG65285	2	2	XpXs	sp|P10233|VP22_HHV11 Tegument protein VP22
VOG65312	2	2	Xh	sp|Q66659|IE63_EHV2 Immediate-early phosphoprotein 57
VOG65346	4	4	Xh	sp|Q2YWD9|ISAA_STAAB Probable transglycosylase IsaA
VOG65469	8	8	XpXs	sp|P06487|GI_HHV11 Envelope glycoprotein I
VOG65519	2	2	XhXpXs	sp|P03341|GAG_BAEVM Gag polyprotein
VOG65629	2	2	XpXr	sp|Q9T1R5|VP33_BPAPS Putative DNA transfer protein p33
VOG65649	11	11	XhXs	sp|Q5UP54|YR596_MIMIV Probable FAD-linked sulfhydryl oxidase R596
VOG65652	13	7	Xh	sp|P17473|ICP4_EHV1K Major viral transcription factor
VOG65673	5	5	XpXs	sp|K9L8K6|DEPOL_BPK36 Depolymerase, capsule K63-specific
VOG65711	4	4	Xh	sp|O88554|PARP2_MOUSE Poly [ADP-ribose] polymerase 2
VOG65794	5	5	XhXp	sp|O55779|C_HENDH Protein C
VOG65843	4	4	Xs	sp|P30022|VP22_BHV1C Tegument protein VP22
VOG65873	3	3	Xh	sp|O88554|PARP2_MOUSE Poly [ADP-ribose] polymerase 2
VOG65938	2	2	Xh	sp|O36398|BRLF1_ALHV1 Putative transcription activator BRLF1 homolog
VOG66150	11	9	XhXpXr	sp|P0C6U8|R1A_SARS Replicase polyprotein 1a
VOG66152	7	7	XhXpXrXs	sp|O39928|POLG_HCVEV Genome polyprotein
VOG66166	6	6	XhXpXs	sp|Q8JN70|NP_ADES1 Pre-histone-like nucleoprotein
VOG66204	7	7	XhXpXrXs	sp|P0CJ98|MVP_PRSVH P3N-PIPO polyprotein
