Query	Query_name	Query_accession	Target_name	Target_accession	Evalue	score	bias	dom_Evalue	dom_score	dom_bias	exp	reg	clu	ov	env	dom	rep	inc	start	end	strand	misc
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1009	-	VOG18663	-	6.2e-43	143.6	12.5	7.1e-43	143.4	12.5	1.0	1	0	0	1	1	1	1	1162575	1163249	1	ID=1_1009;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=9bp;gc_cont=0.280
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1010	-	VOG18663	-	4.1e-32	107.9	14.6	4.5e-32	107.8	5.5	2.0	1	1	1	2	2	2	2	1163352	1163888	1	ID=1_1010;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.251
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_540	-	VOG18699	-	1.3e-13	47.0	4.9	1.7e-08	30.2	0.1	3.9	4	0	0	4	4	4	3	640610	642880	-1	ID=1_540;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=7bp;gc_cont=0.265
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_288	-	VOG18699	-	1.6e-13	46.7	7.9	5.5e-09	31.8	0.3	5.6	3	1	3	6	6	6	5	301114	305424	-1	ID=1_288;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.322
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_894	-	VOG19084	-	1.2e-261	867.5	25.1	1.5e-261	867.2	25.1	1.0	1	0	0	1	1	1	1	1043939	1046407	1	ID=1_894;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=9bp;gc_cont=0.318
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_895	-	VOG19084	-	1.2e-171	569.3	1.6	1.4e-171	569.1	1.6	1.0	1	0	0	1	1	1	1	1046908	1049130	1	ID=1_895;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_583	-	VOG19239	-	1.7e-188	620.8	18.3	1.9e-188	620.7	18.3	1.0	1	0	0	1	1	1	1	695694	696521	1	ID=1_583;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=11bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_919	-	VOG19239	-	1.4e-38	129.1	18.7	2e-38	128.6	18.7	1.1	1	0	0	1	1	1	1	1075372	1076346	1	ID=1_919;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=9bp;gc_cont=0.259
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_521	-	VOG19253	-	1.4e-87	290.4	7.5	2.3e-87	289.7	7.5	1.3	1	1	0	1	1	1	1	614809	615615	1	ID=1_521;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=9bp;gc_cont=0.328
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_131	-	VOG19306	-	0	1241.6	0.2	0	1241.4	0.2	1.0	1	0	0	1	1	1	1	128255	130339	1	ID=1_131;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=9bp;gc_cont=0.338
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_966	-	VOG19431	-	6.5e-40	133.5	18.3	3.6e-12	42.4	1.0	6.2	2	2	3	6	6	6	6	1120875	1122482	-1	ID=1_966;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.340
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_907	-	VOG19431	-	1.7e-35	119.0	9.7	7.3e-35	117.0	9.7	1.8	1	1	0	1	1	1	1	1056884	1057750	1	ID=1_907;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1116	-	VOG19431	-	5.5e-34	114.1	24.0	5.6e-15	51.6	1.8	4.0	1	1	2	4	4	4	4	1267380	1268903	-1	ID=1_1116;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1117	-	VOG19431	-	7.3e-34	113.7	26.6	3.4e-12	42.5	0.6	4.1	1	1	3	4	4	4	4	1268974	1270443	-1	ID=1_1117;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=7bp;gc_cont=0.320
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1119	-	VOG19431	-	9.3e-34	113.3	25.6	2.1e-14	49.7	3.7	5.5	1	1	5	6	6	6	6	1271952	1273634	-1	ID=1_1119;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.303
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1118	-	VOG19431	-	4.3e-33	111.1	18.9	2.6e-14	49.4	3.2	4.2	1	1	1	3	3	3	3	1270525	1271802	-1	ID=1_1118;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.323
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1114	-	VOG19431	-	1.8e-30	102.5	28.0	5.4e-10	35.2	5.3	4.1	1	1	3	4	4	4	4	1264595	1266082	-1	ID=1_1114;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=10bp;gc_cont=0.298
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_967	-	VOG19431	-	3.8e-28	94.9	9.3	2.1e-12	43.1	0.2	4.0	1	1	3	4	4	4	4	1122578	1123606	-1	ID=1_967;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.335
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_933	-	VOG19431	-	3.8e-26	88.3	12.4	6e-17	58.1	1.1	2.1	1	1	1	2	2	2	2	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_184	-	VOG19431	-	1e-24	83.6	8.2	4.7e-14	48.6	1.1	2.2	1	1	1	2	2	2	2	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_715	-	VOG19431	-	2.4e-23	79.1	5.3	3.9e-13	45.5	0.3	2.1	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_55	-	VOG19431	-	7.5e-22	74.2	8.3	3.2e-15	52.4	6.4	2.8	1	1	1	2	2	2	2	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_612	-	VOG19431	-	1.8e-19	66.4	14.6	1.8e-14	49.9	8.1	2.4	1	1	1	2	2	2	2	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_216	-	VOG19431	-	4.1e-17	58.6	9.7	5.2e-13	45.1	3.0	2.1	1	1	1	2	2	2	2	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_790	-	VOG19431	-	1.5e-16	56.8	1.1	4.1e-11	38.9	1.0	2.0	1	1	1	2	2	2	2	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1196	-	VOG19431	-	1.9e-15	53.2	1.5	3.1e-15	52.4	1.5	1.4	1	0	0	1	1	1	1	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_41	-	VOG19431	-	2e-14	49.8	10.6	1.9e-09	33.5	8.2	2.2	1	1	1	2	2	2	2	37043	38227	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.273
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1232	-	VOG19431	-	8.7e-12	41.1	0.1	4e-08	29.1	0.1	2.6	1	1	0	2	2	2	2	1390064	1390858	1	ID=1_1232;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=6bp;gc_cont=0.286
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_311	-	VOG19431	-	1.6e-11	40.3	6.0	1.8e-11	40.1	6.0	1.1	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_219	-	VOG19496	-	0	2213.5	43.5	0	2213.3	43.5	1.0	1	0	0	1	1	1	1	214361	218059	-1	ID=1_219;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_880	-	VOG19864	-	3.2e-177	585.5	24.9	3.2e-177	585.5	24.9	2.4	1	1	1	2	2	2	1	1027018	1028997	-1	ID=1_880;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=5bp;gc_cont=0.316
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_601	-	VOG19965	-	3.4e-18	61.8	0.0	2e-13	46.2	0.0	2.1	2	0	0	2	2	2	2	716696	717526	-1	ID=1_601;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=5bp;gc_cont=0.262
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_132	-	VOG19965	-	1.4e-15	53.2	0.0	5.1e-13	44.8	0.0	2.1	2	0	0	2	2	2	2	130404	131627	-1	ID=1_132;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=4bp;gc_cont=0.354
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_600	-	VOG19965	-	5.3e-15	51.3	0.0	4.7e-10	35.1	0.0	2.1	1	1	1	2	2	2	2	715837	716634	-1	ID=1_600;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=8bp;gc_cont=0.297
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1266	-	VOG20443	-	1.2e-156	516.3	15.6	1.3e-156	516.2	15.6	1.0	1	0	0	1	1	1	1	1430872	1431690	-1	ID=1_1266;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=10bp;gc_cont=0.303
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1265	-	VOG20443	-	1.2e-95	316.2	13.3	3.2e-95	314.9	13.3	1.7	1	0	0	1	1	1	1	1427859	1430747	-1	ID=1_1265;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=6bp;gc_cont=0.307
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_461	-	VOG20839	-	2.8e-237	784.5	26.4	3.3e-237	784.3	26.4	1.0	1	0	0	1	1	1	1	533860	535554	1	ID=1_461;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.307
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_803	-	VOG20913	-	1.9e-108	359.9	37.6	1.9e-108	359.9	37.6	3.5	2	2	1	3	3	3	1	929022	932858	1	ID=1_803;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=12bp;gc_cont=0.322
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_917	-	VOG20913	-	5.3e-78	259.3	9.0	7.9e-78	258.7	9.0	1.1	1	0	0	1	1	1	1	1070256	1071926	-1	ID=1_917;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.277
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1253	-	VOG20914	-	4.8e-14	49.1	0.2	5.7e-14	48.8	0.2	1.0	1	0	0	1	1	1	1	1412714	1413169	1	ID=1_1253;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=5bp;gc_cont=0.296
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_355	-	VOG21010	-	1.2e-37	125.9	34.8	1.1e-35	119.5	32.3	3.0	2	1	0	2	2	2	2	396440	398071	-1	ID=1_355;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1102	-	VOG21222	-	2.8e-83	275.1	51.4	7.9e-83	273.6	51.4	1.6	1	1	0	1	1	1	1	1252298	1253044	-1	ID=1_1102;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.431
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1037	-	VOG21222	-	3.3e-31	104.8	38.2	4.3e-21	71.8	27.7	3.2	1	1	2	3	3	3	2	1187559	1188359	1	ID=1_1037;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=7bp;gc_cont=0.371
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_612	-	VOG21608	-	3.1e-28	95.1	26.1	7e-12	41.6	1.6	4.0	1	1	3	4	4	4	4	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_184	-	VOG21608	-	1.7e-26	89.5	4.9	6.7e-19	64.6	0.5	3.0	1	1	2	3	3	3	3	179884	180786	-1	ID=1_184;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.293
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_715	-	VOG21608	-	9.3e-25	83.7	3.4	1.7e-18	63.2	0.6	2.1	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_55	-	VOG21608	-	3.9e-24	81.7	9.1	2.4e-10	36.5	0.1	3.4	1	1	2	3	3	3	3	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_907	-	VOG21608	-	2.9e-20	69.0	12.3	2.9e-16	56.0	7.7	2.2	1	1	0	2	2	2	2	1056884	1057750	1	ID=1_907;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=3bp;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1232	-	VOG21608	-	4.9e-20	68.3	0.6	4.4e-09	32.4	0.0	2.3	1	1	2	3	3	3	3	1390064	1390858	1	ID=1_1232;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=6bp;gc_cont=0.286
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_933	-	VOG21608	-	1.4e-18	63.5	4.0	1.2e-12	44.1	0.5	2.2	1	1	1	2	2	2	2	1091367	1092035	1	ID=1_933;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.327
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_790	-	VOG21608	-	4.5e-18	61.9	2.7	3.1e-10	36.2	1.0	2.3	1	1	1	2	2	2	2	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1196	-	VOG21608	-	2e-16	56.4	1.3	1.1e-10	37.7	0.2	2.2	1	1	1	2	2	2	2	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_288	-	VOG21608	-	5.8e-16	55.0	13.5	1.2e-05	21.2	0.1	5.5	2	1	3	6	6	6	6	301114	305424	-1	ID=1_288;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.322
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_216	-	VOG21608	-	6e-16	54.9	12.8	6.6e-13	45.0	2.0	2.2	1	1	1	2	2	2	2	211839	212645	-1	ID=1_216;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=14bp;gc_cont=0.261
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_966	-	VOG21608	-	1.9e-15	53.3	21.7	7.8e-05	18.5	0.1	7.1	4	3	3	7	7	7	6	1120875	1122482	-1	ID=1_966;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.340
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_41	-	VOG21608	-	8.7e-15	51.1	14.7	1.5e-07	27.4	3.6	3.7	1	1	2	4	4	4	3	37043	38227	-1	ID=1_41;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.273
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_42	-	VOG21608	-	3.3e-13	45.9	12.4	1.5e-10	37.3	3.0	2.8	1	1	2	3	3	3	2	38495	39697	-1	ID=1_42;partial=00;start_type=ATG;rbs_motif=TAAAT;rbs_spacer=3bp;gc_cont=0.249
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_153	-	VOG21608	-	2.7e-12	42.9	4.8	6.1e-07	25.4	0.0	3.3	1	1	1	3	3	3	3	150438	151370	-1	ID=1_153;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.275
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_311	-	VOG21608	-	5.8e-12	41.9	6.4	1.2e-11	40.8	6.4	1.5	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1116	-	VOG21608	-	1.6e-11	40.4	20.9	1.3e-05	21.0	3.5	4.5	1	1	3	4	4	4	4	1267380	1268903	-1	ID=1_1116;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_779	-	VOG21676	-	2.9e-121	400.6	16.4	3.3e-121	400.4	16.4	1.0	1	0	0	1	1	1	1	900400	901488	1	ID=1_779;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=12bp;gc_cont=0.291
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1017	-	VOG21760	-	5.9e-27	90.2	0.0	7.6e-27	89.8	0.0	1.0	1	0	0	1	1	1	1	1170881	1172179	1	ID=1_1017;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.339
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_340	-	VOG21760	-	8.3e-25	83.1	0.4	1.6e-17	59.0	0.3	2.1	2	0	0	2	2	2	2	379242	381086	-1	ID=1_340;partial=00;start_type=ATG;rbs_motif=ATCTA;rbs_spacer=12bp;gc_cont=0.306
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_702	-	VOG21760	-	7.7e-23	76.6	0.0	9.1e-23	76.3	0.0	1.0	1	0	0	1	1	1	1	817139	817957	1	ID=1_702;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=8bp;gc_cont=0.272
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_355	-	VOG21760	-	4.8e-12	40.9	0.0	6.6e-12	40.4	0.0	1.1	1	0	0	1	1	1	1	396440	398071	-1	ID=1_355;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.284
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_369	-	VOG21760	-	3.5e-11	38.0	0.1	4.7e-11	37.6	0.1	1.2	1	0	0	1	1	1	1	415061	416263	1	ID=1_369;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=13bp;gc_cont=0.249
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_911	-	VOG21760	-	3.8e-11	37.9	0.2	5.4e-11	37.4	0.2	1.1	1	0	0	1	1	1	1	1060228	1062180	1	ID=1_911;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=15bp;gc_cont=0.251
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_612	-	VOG22104	-	2.3e-11	39.4	17.5	1.2e-05	20.6	13.2	3.0	1	1	1	2	2	2	2	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_423	-	VOG22311	-	3.3e-241	796.8	11.9	3.7e-241	796.6	11.9	1.0	1	0	0	1	1	1	1	486491	487807	1	ID=1_423;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.320
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_421	-	VOG22459	-	1.3e-103	343.0	7.7	2e-103	342.4	7.7	1.2	1	0	0	1	1	1	1	483977	485401	1	ID=1_421;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=10bp;gc_cont=0.344
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_461	-	VOG22774	-	6.5e-27	90.8	17.7	1.8e-26	89.3	17.7	1.7	1	1	0	1	1	1	1	533860	535554	1	ID=1_461;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=3bp;gc_cont=0.307
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1238	-	VOG22818	-	1.9e-87	289.3	10.5	2.2e-87	289.1	10.5	1.0	1	0	0	1	1	1	1	1396031	1396732	1	ID=1_1238;partial=00;start_type=GTG;rbs_motif=TAT;rbs_spacer=6bp;gc_cont=0.301
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1208	-	VOG22912	-	9.8e-13	43.9	26.6	9.8e-13	43.9	26.6	1.8	2	0	0	2	2	2	1	1358440	1359777	-1	ID=1_1208;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=9bp;gc_cont=0.371
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_288	-	VOG23074	-	3.5e-27	91.5	13.4	1.4e-13	46.5	0.6	5.4	2	2	1	5	5	5	3	301114	305424	-1	ID=1_288;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.322
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_540	-	VOG23074	-	4.5e-27	91.1	21.0	3.1e-11	38.7	0.4	4.4	1	1	3	5	5	5	5	640610	642880	-1	ID=1_540;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=7bp;gc_cont=0.265
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1232	-	VOG23074	-	8.2e-23	77.0	0.8	1.5e-13	46.4	0.1	2.2	1	1	1	2	2	2	2	1390064	1390858	1	ID=1_1232;partial=00;start_type=ATG;rbs_motif=ATATA;rbs_spacer=6bp;gc_cont=0.286
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_383	-	VOG23074	-	3.1e-11	38.7	10.1	1.9e-05	19.6	0.7	3.5	1	1	2	3	3	3	3	436455	437657	-1	ID=1_383;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=11bp;gc_cont=0.280
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_44	-	VOG23131	-	7.7e-91	299.5	1.3	9.3e-91	299.2	1.3	1.1	1	0	0	1	1	1	1	40328	41191	1	ID=1_44;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.278
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_519	-	VOG23305	-	2.8e-109	362.8	10.5	3.1e-109	362.6	10.5	1.0	1	0	0	1	1	1	1	612641	613606	-1	ID=1_519;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=9bp;gc_cont=0.342
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_940	-	VOG23305	-	1.4e-83	277.9	15.7	1.5e-83	277.8	15.7	1.0	1	0	0	1	1	1	1	1097974	1098975	1	ID=1_940;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=4bp;gc_cont=0.301
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_156	-	VOG23305	-	1.1e-82	275.0	9.9	1.2e-82	274.8	9.9	1.0	1	0	0	1	1	1	1	154186	155160	1	ID=1_156;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=15bp;gc_cont=0.295
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_516	-	VOG23305	-	3.3e-51	171.0	23.6	4.1e-51	170.7	23.6	1.1	1	0	0	1	1	1	1	609060	609899	-1	ID=1_516;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1103	-	VOG23305	-	1.4e-25	86.4	7.2	1.7e-25	86.2	7.2	1.0	1	0	0	1	1	1	1	1253303	1254061	1	ID=1_1103;partial=00;start_type=ATG;rbs_motif=TATATA;rbs_spacer=13bp;gc_cont=0.292
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_643	-	VOG23305	-	2.5e-11	39.4	10.8	2.5e-11	39.4	10.8	2.4	1	1	0	2	2	2	1	759820	761511	-1	ID=1_643;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.255
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_612	-	VOG23313	-	1.3e-24	83.1	28.8	2.7e-18	62.3	3.8	3.0	1	1	2	3	3	3	3	726077	727234	-1	ID=1_612;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.271
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1116	-	VOG23313	-	2.2e-17	59.2	24.9	4.3e-10	35.2	8.7	3.3	1	1	0	2	2	2	2	1267380	1268903	-1	ID=1_1116;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=4bp;gc_cont=0.308
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_790	-	VOG23313	-	2.5e-17	59.1	10.5	2.2e-11	39.5	1.0	2.0	1	1	1	2	2	2	2	918587	919240	-1	ID=1_790;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=12bp;gc_cont=0.281
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_715	-	VOG23313	-	1.1e-16	56.9	3.2	1.7e-08	29.9	0.5	2.2	1	1	1	2	2	2	2	829632	830429	1	ID=1_715;partial=00;start_type=ATG;rbs_motif=TAT;rbs_spacer=3bp;gc_cont=0.288
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_55	-	VOG23313	-	2.4e-16	55.8	11.5	3.6e-07	25.6	0.2	3.4	1	1	2	3	3	3	3	51198	52241	-1	ID=1_55;partial=00;start_type=ATG;rbs_motif=TATA;rbs_spacer=6bp;gc_cont=0.300
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_1196	-	VOG23313	-	1.2e-15	53.5	3.0	7e-15	51.0	3.0	1.7	1	1	0	1	1	1	1	1347212	1348219	-1	ID=1_1196;partial=00;start_type=ATG;rbs_motif=ATAT;rbs_spacer=5bp;gc_cont=0.381
Tupanvirus_deep_ocean	Tupanvirus_deep_ocean_311	-	VOG23313	-	8.9e-15	50.6	6.5	1.1e-14	50.4	6.5	1.2	1	0	0	1	1	1	1	334609	335217	-1	ID=1_311;partial=00;start_type=ATG;rbs_motif=ATA;rbs_spacer=3bp;gc_cont=0.269
